Gender,Major,Program,GPA
Female,B.Tech,ECE,5.213777815799466
Male,MS,CHD,7.410513243969763
Male,MS,ECE,7.62402884892804
Female,B.Tech,CSE,7.191873301879581
Female,B.Tech,CSE,6.606237168900996
Female,B.Tech,CND,6.826798312473299
Male,B.Tech,ECE,5.31540073078947
Female,B.Tech,ECE,4.983007831475996
Female,B.Tech,ECE,6.566232574143407
Female,MS,CHD,7.127244286891057
Male,PhD,ECE,8.409964077173408
Male,B.Tech,ECE,8.34327208584634
Male,B.Tech,ECE,8.226545599035893
Male,B.Tech,CSE,6.401502836567354
Other,MS,CHD,8.5994494643794
Female,B.Tech,CSE,7.733559162190445
Male,B.Tech,ECE,5.397314198552196
Male,B.Tech,ECE,6.32965025748404
Female,B.Tech,CND,6.65835151707911
Male,B.Tech,ECE,7.428984889208955
Female,B.Tech,CND,7.5360029819124055
Male,B.Tech,CSE,6.7518137381801235
Male,PhD,CSE,8.162956800457755
Male,PhD,CND,8.901889911156454
Male,B.Tech,ECE,5.718663842295371
Female,B.Tech,CSE,8.326755723514994
Male,B.Tech,ECE,7.431029464530402
Male,B.Tech,ECE,7.100140921630349
Female,B.Tech,CND,6.869414719556131
Male,B.Tech,ECE,6.273950817626845
Female,B.Tech,ECE,7.351867878163075
Male,B.Tech,CHD,9.176833062580531
Male,B.Tech,ECE,7.564614364638141
Female,PhD,CHD,8.81869776105307
Other,PhD,CHD,8.321683540248124
Female,B.Tech,ECE,6.709667213491388
Male,B.Tech,ECE,7.473834694294698
Male,MS,CHD,7.837516316287219
Male,B.Tech,ECE,6.309605191765384
Male,B.Tech,CSE,6.1548816406981794
Male,B.Tech,ECE,7.403512342765433
Male,B.Tech,ECE,6.7545019992637885
Female,B.Tech,CHD,5.8101425264472635
Male,B.Tech,CND,6.2921827682995355
Male,B.Tech,ECE,6.389623367931636
Male,B.Tech,CHD,7.7792538705209235
Male,B.Tech,CSE,6.054847669616055
Male,B.Tech,ECE,6.80749388040099
Male,B.Tech,CHD,8.846734436099396
Male,B.Tech,ECE,7.675637346495335
Male,B.Tech,CSE,6.570076564327813
Female,B.Tech,ECE,7.682413678775309
Male,MS,CSE,6.863401716415788
Female,B.Tech,ECE,8.402558704598407
Female,B.Tech,CHD,5.089490302141279
Female,B.Tech,CHD,6.326547429484156
Female,B.Tech,CSE,6.556374085012286
Male,B.Tech,CSE,5.38980979000951
Female,B.Tech,CSE,7.593700189668327
Male,B.Tech,CND,6.975553075576623
Male,B.Tech,ECE,6.259270355986414
Male,B.Tech,CSE,7.892260823439799
Male,MS,CHD,7.801950791429875
Male,B.Tech,CSE,6.728751021364246
Female,MS,ECE,8.24697190156616
Male,MS,ECE,7.512240716938171
Male,MS,CSE,6.4334235796926755
Male,B.Tech,CND,7.830743291931616
Male,MS,CND,7.611204682847224
Male,B.Tech,CSE,5.972302294359077
Male,MS,ECE,8.215717365474411
Female,B.Tech,CSE,4.605528969878534
Female,B.Tech,CSE,5.896479514284648
Male,MS,CND,8.592260565319409
Female,B.Tech,CHD,7.424529065677146
Male,PhD,CSE,7.827352625592809
Female,B.Tech,CSE,4.240750697619285
Male,MS,CHD,6.815859982030014
Male,B.Tech,CHD,8.143095696678836
Male,B.Tech,ECE,6.293683300432587
Male,B.Tech,ECE,5.6578375391227755
Male,B.Tech,CHD,8.126370889096137
Female,B.Tech,ECE,8.43905722989198
Female,B.Tech,ECE,7.348623655696652
Male,B.Tech,CSE,6.673893815621759
Male,B.Tech,CSE,8.012026929894708
Female,MS,CHD,7.508117729763134
Female,B.Tech,CHD,6.326802753831265
Female,B.Tech,CSE,8.545701620157592
Male,B.Tech,ECE,6.7125640603917045
Female,MS,CSE,7.8408716789492985
Female,B.Tech,CSE,6.9994604450546065
Male,MS,CSE,8.467805321501888
Male,PhD,CND,8.906757029529805
Female,B.Tech,CND,6.662071598865201
Female,B.Tech,ECE,8.333776299002276
Female,B.Tech,CSE,7.934240932165309
Male,B.Tech,ECE,6.109696660540794
Female,B.Tech,CND,6.342262432080927
Male,MS,CND,8.090635410139997
Male,B.Tech,CSE,6.614806979732202
Male,MS,CHD,8.088757108547021
Other,B.Tech,CSE,6.848563600470658
Female,B.Tech,ECE,6.88077299642477
Male,B.Tech,CSE,6.247926193188658
Female,B.Tech,CND,6.083789407666352
Male,B.Tech,CSE,5.736625360872205
Male,B.Tech,ECE,6.810908095457932
Male,PhD,CHD,8.509950969873612
Male,B.Tech,CSE,6.615712303968366
Male,MS,CSE,8.545309893543958
Male,B.Tech,ECE,4.912904247768413
Male,MS,CND,7.326657922008656
Male,B.Tech,ECE,6.654646439070814
Female,B.Tech,CSE,6.350212594194339
Male,B.Tech,ECE,5.980511774120558
Female,B.Tech,ECE,5.592115361562892
Male,MS,CHD,7.468697443441714
Male,B.Tech,ECE,7.624640546860073
Male,B.Tech,CSE,7.795600926707197
Male,B.Tech,CND,7.1861237635275295
Female,B.Tech,CND,10.0
Male,PhD,CND,7.846503403701701
Male,MS,CHD,7.501431601787886
Male,B.Tech,CSE,7.8014518362341265
Female,B.Tech,ECE,7.374071705892907
Male,MS,ECE,7.663547793763922
Female,B.Tech,CHD,6.001423004437871
Female,B.Tech,CSE,6.786815549073236
Female,MS,ECE,7.906514114561905
Male,B.Tech,ECE,6.900688572533018
Male,B.Tech,CND,4.5781812491067795
Female,B.Tech,CSE,8.09858448414668
Male,PhD,ECE,8.402102598379681
Female,B.Tech,ECE,6.589228529854954
Male,B.Tech,CND,7.28534293769272
Male,B.Tech,ECE,7.5705809709964
Male,B.Tech,ECE,7.385577851723263
Female,B.Tech,ECE,7.783638084621187
Female,B.Tech,CND,6.7042510866937635
Male,MS,CHD,8.117421094288169
Male,B.Tech,ECE,7.5945499622056705
Male,MS,CHD,7.73069594069071
Female,B.Tech,ECE,6.712325611365278
Male,B.Tech,CHD,7.801265331562776
Female,B.Tech,CSE,6.889702553226326
Male,B.Tech,CSE,8.026241158903742
Male,B.Tech,CSE,8.26928270253917
Other,B.Tech,CND,7.822150681489488
Female,PhD,ECE,8.077014542402136
Male,B.Tech,ECE,7.615209048958106
Male,B.Tech,CSE,7.904224450381979
Female,B.Tech,CND,7.358420895846931
Male,PhD,CSE,8.38850389919172
Male,B.Tech,CSE,6.29945133500726
Male,PhD,CND,7.899923183459761
Male,B.Tech,ECE,7.023175468669208
Female,MS,CND,8.957635269056967
Male,B.Tech,CSE,6.201590357066134
Male,B.Tech,ECE,7.0341464722449745
Female,MS,ECE,7.995562473603034
Male,MS,CHD,10.0
Male,B.Tech,CSE,7.679544198318438
Male,B.Tech,ECE,6.468273454192374
Male,B.Tech,ECE,7.429602195202193
Female,B.Tech,CSE,7.187722652182592
Male,MS,CHD,7.670338580822663
Female,MS,CSE,8.659485001881205
Male,B.Tech,ECE,6.040061370097707
Male,B.Tech,ECE,9.005780941437898
Male,MS,CND,8.939743121018587
Male,B.Tech,CSE,7.658182140377433
Male,B.Tech,CSE,7.628235535392641
Female,B.Tech,ECE,6.678881375826398
Male,PhD,CND,8.155915642675488
Female,B.Tech,CSE,6.611948207210047
Male,B.Tech,CSE,7.099511504584433
Male,B.Tech,CSE,5.537215373336426
Female,PhD,ECE,8.984619704025416
Male,B.Tech,CND,8.316436846202768
Male,MS,CHD,6.886776321315872
Male,PhD,CSE,8.096953734316841
Female,MS,CSE,8.023439235493095
Female,B.Tech,CSE,7.699889415723328
Male,MS,CND,6.573282239371326
Male,B.Tech,CHD,6.124107667080343
Female,PhD,ECE,7.300790195062703
Male,B.Tech,CSE,4.0
Male,B.Tech,CSE,7.477870462929329
Male,PhD,CHD,8.832012496911949
Male,B.Tech,ECE,7.5492199728369815
Male,B.Tech,ECE,5.386816461245389
Other,B.Tech,CSE,7.2668859396769845
Male,B.Tech,ECE,7.669731062760701
Male,B.Tech,ECE,6.452986931880935
Male,MS,CSE,6.995254971230554
Male,B.Tech,ECE,6.189486898452684
Female,B.Tech,ECE,7.208411907182433
Male,PhD,CND,8.100323621972008
Male,PhD,CHD,8.259165588317442
Other,MS,CSE,7.235515882140001
Male,PhD,CND,8.238092241966678
Male,B.Tech,ECE,7.527183662450082
Female,PhD,CHD,8.263333385467813
Female,B.Tech,ECE,6.5651976000003955
Male,MS,CND,8.481519087189515
Male,B.Tech,ECE,5.446000578157732
Male,B.Tech,CSE,7.386433625000122
Male,B.Tech,CSE,7.268090342473858
Male,PhD,CSE,7.643066111928505
Male,PhD,CSE,7.919231893738312
Male,B.Tech,CSE,8.563758966941254
Female,B.Tech,CSE,7.14282509103121
Male,B.Tech,CHD,6.0717890274667505
Male,B.Tech,ECE,7.449042447843201
Male,B.Tech,CND,6.974520881289453
Female,PhD,CHD,8.212506244129525
Female,B.Tech,CSE,7.260069688008237
Male,B.Tech,CHD,8.106627847166749
Male,B.Tech,CHD,6.622666820785404
Male,MS,CHD,6.10450646003058
Male,B.Tech,CND,8.89986620556886
Female,B.Tech,ECE,5.868302209572503
Male,B.Tech,ECE,6.376127725403595
Male,MS,CSE,8.334981208160917
Male,MS,CND,9.331757550944634
Male,B.Tech,CSE,6.885063425092832
Female,B.Tech,ECE,6.421710265896211
Other,B.Tech,ECE,9.012936241462745
Male,B.Tech,CSE,6.229245599189122
Female,PhD,CSE,8.001531600301671
Male,B.Tech,CND,5.505812773225828
Male,B.Tech,ECE,7.998931449546547
Male,B.Tech,CSE,7.562704172413506
Male,MS,CHD,6.644779909639041
Male,B.Tech,ECE,6.9825816214484675
Female,B.Tech,CND,6.48656715436754
Male,B.Tech,CSE,8.359530665831885
Male,B.Tech,ECE,6.651478203323827
Male,MS,CHD,7.961883538675181
Male,B.Tech,CSE,7.213913839054112
Male,B.Tech,ECE,4.593711041472831
Male,B.Tech,CSE,6.9899212228749255
Female,PhD,CHD,8.373618642974046
Male,B.Tech,CSE,7.201244375648501
Other,PhD,CSE,9.41796139420748
Male,MS,CHD,7.733051319646947
Male,B.Tech,CND,8.444994962227033
Male,B.Tech,CND,5.942060692414266
Male,MS,ECE,8.479947541925041
Male,B.Tech,CSE,7.873095612880615
Female,MS,ECE,7.368532458088125
Male,PhD,ECE,7.998695496648189
Male,B.Tech,CHD,7.981422815393251
Male,B.Tech,ECE,8.411136677670077
Male,B.Tech,ECE,6.084154590321562
Female,MS,ECE,8.089082432211177
Male,MS,CHD,7.326874363535575
Male,MS,CSE,7.944798160241007
Male,MS,ECE,9.51322059105256
Female,B.Tech,CSE,6.364145084979006
Female,PhD,ECE,8.110351716253513
Male,MS,CHD,7.825353677212867
Female,B.Tech,CSE,7.274704973797093
Male,MS,CHD,7.36331468312466
Female,B.Tech,ECE,5.856527616531489
Male,B.Tech,CSE,9.210667385082946
Male,B.Tech,CND,6.650650759745615
Male,B.Tech,ECE,5.670409139243015
Female,B.Tech,ECE,8.114126925265671
Female,B.Tech,CND,7.66037197178803
Male,B.Tech,CSE,9.710649672178857
Female,B.Tech,ECE,7.38661712001055
Male,B.Tech,CHD,6.8827796861889405
Male,B.Tech,CSE,8.24076800678985
Male,B.Tech,CHD,7.651402623359131
Male,B.Tech,ECE,6.655754971337364
Male,B.Tech,ECE,5.851415047754579
Male,PhD,ECE,8.002869180323824
Male,B.Tech,ECE,7.718843026552704
Male,MS,CSE,7.858735899925046
Male,B.Tech,CSE,7.2480913071608155
Female,B.Tech,CSE,6.860351847116381
Male,B.Tech,CSE,8.506990582641947
Male,B.Tech,ECE,7.559719115569941
Male,B.Tech,ECE,6.617700745481587
Female,B.Tech,ECE,7.561093477255999
Female,PhD,CND,7.807356406970543
Male,B.Tech,CSE,6.451101353161118
Male,B.Tech,CSE,8.026516177808226
Female,B.Tech,ECE,5.904049641740451
Female,PhD,CSE,7.946784352513089
Male,PhD,CSE,8.49493042110718
Male,B.Tech,CND,7.469119992669184
Male,B.Tech,CSE,5.9595979232642895
Male,B.Tech,CHD,8.442227371410034
Male,B.Tech,CSE,6.647721636404832
Male,B.Tech,ECE,6.829577034565993
Male,B.Tech,ECE,7.760626319520898
Male,B.Tech,ECE,7.416136547481102
Male,PhD,CSE,8.532164510617608
Male,B.Tech,ECE,5.763118602461551
Male,B.Tech,ECE,5.960170182400208
Male,PhD,CND,8.619721873470827
Male,B.Tech,CSE,6.560659444094231
Female,MS,CND,7.024133479264198
Male,MS,CHD,7.0550625986143825
Male,B.Tech,ECE,8.106512321968005
Male,PhD,CND,9.21333960567787
Male,B.Tech,ECE,8.227496338767786
Male,PhD,ECE,7.856738624067476
Male,B.Tech,ECE,8.298532585417478
Male,B.Tech,CSE,5.919429666979491
Male,B.Tech,CSE,7.211676914394792
Male,B.Tech,ECE,9.961012252732104
Male,B.Tech,ECE,9.131259471286455
Male,B.Tech,ECE,6.84822606444263
Female,MS,CHD,7.177551494201304
Female,B.Tech,CSE,8.48016104161724
Male,MS,ECE,7.967553285294697
Female,MS,CND,8.409700015063015
Male,B.Tech,ECE,5.331582797898583
Male,B.Tech,ECE,5.862707325133448
Male,B.Tech,CSE,6.687598813877395
Female,B.Tech,CHD,6.919309955715334
Male,PhD,ECE,8.382018497998478
Female,MS,ECE,6.912061177537772
Male,PhD,CSE,9.220857864198543
Male,B.Tech,ECE,8.665162988970636
Male,B.Tech,CSE,7.82529749405508
Female,B.Tech,CSE,7.549303844875659
Male,B.Tech,CSE,6.193487622230076
Male,MS,ECE,9.120020020370871
Male,MS,ECE,8.326840047306533
Male,B.Tech,CSE,6.692113535388953
Male,B.Tech,CSE,5.622223002886702
Male,B.Tech,CHD,6.8830003765332295
Male,B.Tech,ECE,6.9024662312411875
Male,B.Tech,ECE,6.413100697614662
Female,MS,ECE,8.889949876204877
Female,MS,CHD,7.591005947560136
Male,B.Tech,ECE,7.400192739071981
Male,B.Tech,CSE,6.541797314861443
Male,B.Tech,ECE,7.418573824502875
Male,B.Tech,CHD,7.764291552195779
Female,B.Tech,CND,9.708640099926374
Female,B.Tech,ECE,6.4044181905270845
Male,B.Tech,CSE,7.785444283426888
Female,B.Tech,CND,7.405334398265316
Male,B.Tech,ECE,5.231133651463264
Female,B.Tech,CSE,8.382426502196338
Male,B.Tech,CSE,6.164161272421736
Female,B.Tech,CSE,7.528433576363266
Female,PhD,CND,8.210025093345985
Male,B.Tech,CSE,7.294198037545133
Female,B.Tech,ECE,7.058496186947392
Male,B.Tech,CSE,8.128261075597724
Male,PhD,CHD,8.250646036620124
Female,B.Tech,ECE,6.111527788368729
Male,MS,CSE,6.863120952337134
Male,B.Tech,CSE,8.013426852796854
Male,B.Tech,ECE,6.435938591719425
Female,MS,CSE,7.683880563345928
Male,B.Tech,CSE,5.659946966609484
Male,B.Tech,CND,7.043752440725412
Female,B.Tech,ECE,7.635378580610146
Male,PhD,CND,8.388776323204933
Male,B.Tech,CND,6.649093838273804
Female,B.Tech,CSE,8.43575933487049
Female,MS,ECE,7.750823431883753
Male,B.Tech,CHD,6.128041543026365
Male,B.Tech,CSE,8.662647477243004
Female,B.Tech,ECE,5.835740036376758
Male,B.Tech,CSE,9.15555492917445
Female,B.Tech,CSE,7.169323106874415
Male,B.Tech,ECE,7.056637601269557
Male,B.Tech,CHD,5.983656155106851
Male,MS,ECE,7.191862003918455
Male,B.Tech,CHD,5.901506733661193
Female,PhD,CND,8.82402678705953
Male,B.Tech,ECE,8.74988959371379
Female,B.Tech,CND,5.299400965145724
Male,B.Tech,CSE,7.846937831880649
Male,B.Tech,CSE,5.245609079807149
Male,PhD,ECE,8.83458818321968
Male,B.Tech,ECE,7.797210991266368
Male,PhD,CND,8.970513546592436
Male,B.Tech,ECE,6.089402097858552
Male,MS,CHD,8.228462079795385
Male,B.Tech,CHD,7.36879168472551
Male,B.Tech,ECE,6.471695451804199
Female,B.Tech,CSE,7.734781272385519
Male,B.Tech,CND,7.5792334946859246
Female,B.Tech,CSE,6.626202050188432
Male,B.Tech,ECE,6.5434698953619606
Female,B.Tech,ECE,6.294629774824032
Male,B.Tech,CSE,7.828716188280923
Male,B.Tech,CSE,7.180180877277106
Female,MS,CND,9.022607698394461
Male,MS,CND,8.56981482041725
Male,B.Tech,CSE,5.675720253226805
Male,B.Tech,CSE,6.557889673345574
Male,PhD,CHD,8.031104767132664
Female,B.Tech,ECE,6.789299441479845
Female,B.Tech,CSE,7.334442125636554
Male,B.Tech,CSE,8.019372528872166
Female,PhD,CHD,8.617800927880367
Male,B.Tech,CND,7.082756968663469
Female,B.Tech,ECE,7.204120363501114
Male,MS,CSE,8.952064318109699
Male,PhD,ECE,8.189138873204787
Female,B.Tech,CSE,7.980711250291151
Male,PhD,CSE,8.006182156362662
Male,MS,CHD,8.166254365647868
Male,B.Tech,ECE,7.187614598612024
Male,MS,ECE,8.46533560591589
Male,B.Tech,CSE,7.653350884776968
Male,B.Tech,ECE,6.2861354285464675
Male,B.Tech,CND,5.688702249772294
Male,B.Tech,ECE,6.4959917668753295
Male,MS,ECE,7.521182559901345
Female,MS,ECE,7.853268250684841
Male,B.Tech,CSE,7.548728733254383
Male,MS,CND,8.820650740657346
Male,B.Tech,CSE,6.829054890152051
Female,B.Tech,CSE,5.37714859486879
Male,B.Tech,CSE,8.025379696221675
Female,B.Tech,ECE,7.053788981966093
Male,PhD,ECE,8.208683409441395
Male,B.Tech,CHD,8.909212693839166
Male,B.Tech,CSE,7.247814620693785
Female,MS,CSE,6.986930077595174
Male,B.Tech,CSE,7.865474085306269
Male,B.Tech,CND,9.594067915978869
Male,B.Tech,ECE,7.829642780227678
Other,B.Tech,ECE,5.1120299476505755
Female,B.Tech,CSE,5.5350845995955265
Male,B.Tech,CND,6.985638413226425
Male,B.Tech,CND,7.484607157109913
Female,B.Tech,ECE,6.724969913095779
Female,MS,ECE,7.0998059849451485
Female,B.Tech,CSE,7.300925421922921
Male,B.Tech,ECE,6.093313841390948
Male,B.Tech,CSE,7.280926672641592
Male,B.Tech,ECE,5.62798869488077
Male,B.Tech,ECE,6.674744878780813
Male,B.Tech,ECE,5.166585534618585
Male,B.Tech,CSE,8.533988858314986
Female,B.Tech,CHD,6.652992721216577
Female,B.Tech,CND,7.9882481158575755
Female,MS,CSE,7.5377970132174505
Male,B.Tech,ECE,7.14804482943003
Male,B.Tech,ECE,6.467793193396106
Male,B.Tech,ECE,8.336354188091793
Female,B.Tech,CND,5.5665900930905075
Male,B.Tech,ECE,6.705422445587041
Male,B.Tech,CSE,5.981460523656358
Female,PhD,CHD,8.076168930013722
Male,MS,CSE,8.115008616000814
Male,B.Tech,CSE,5.842163110333216
Male,B.Tech,ECE,7.082534311883161
Female,MS,CHD,8.715512960217296
Female,MS,CSE,7.528603537382062
Female,B.Tech,ECE,7.376903934868176
Male,B.Tech,ECE,7.957589148716284
Female,B.Tech,ECE,6.450845780978093
Male,PhD,ECE,10.0
Male,B.Tech,CND,7.953135254099762
Male,B.Tech,CSE,7.282648680574257
Male,MS,CSE,8.874609204295435
Male,B.Tech,CND,5.126884140762022
Female,B.Tech,ECE,6.544148614366313
Male,MS,ECE,9.523594738058314
Male,B.Tech,ECE,5.706766147499084
Male,B.Tech,CSE,7.47998646194567
Male,B.Tech,ECE,5.849044556037921
Male,B.Tech,CHD,7.220876479433316
Male,B.Tech,ECE,7.47097488853098
Male,B.Tech,CND,7.182702703703962
Male,B.Tech,CSE,5.210264724237103
Female,B.Tech,ECE,5.829456314764441
Female,MS,CSE,8.074558986953821
Female,B.Tech,CSE,6.9533040972132545
Male,B.Tech,CHD,6.3889281290124
Female,B.Tech,CHD,5.735111412481439
Male,MS,CND,8.684276830619327
Male,MS,CHD,8.287003376196862
Female,B.Tech,CSE,6.006199604661321
Female,PhD,CHD,8.124905921461826
Female,PhD,CSE,9.021950053219676
Female,B.Tech,CND,7.651490911010135
Female,B.Tech,ECE,6.836751678294988
Male,MS,CHD,8.094600287754638
Female,B.Tech,CSE,7.330189739960803
Female,B.Tech,CHD,6.265609241078148
Male,MS,ECE,7.131986367098977
Female,B.Tech,CHD,6.727982105282213
Female,B.Tech,ECE,7.978749733123718
Female,PhD,ECE,8.140363358002928
Female,PhD,CSE,8.50207633876792
Male,B.Tech,CSE,5.201669891778966
Male,B.Tech,ECE,6.27815451105883
Female,MS,CSE,8.585015810488407
Male,B.Tech,CND,6.891572159326586
Male,MS,CSE,9.528020657701212
Male,PhD,CSE,8.813058878269825
Male,B.Tech,ECE,8.274550820374593
Female,MS,ECE,6.856780331442229
Male,B.Tech,CSE,8.233982486428411
Male,B.Tech,CND,7.069034499388004
Male,B.Tech,ECE,8.506539539765637
Male,MS,ECE,7.96413809139176
Male,B.Tech,CSE,5.720086364318064
Female,B.Tech,ECE,7.6894918712223514
Male,B.Tech,ECE,4.801263114352109
Male,B.Tech,CSE,8.611285668867612
Female,B.Tech,CHD,6.053876703615116
Male,B.Tech,CSE,8.763083400289169
Female,PhD,CND,8.177709115182319
Male,B.Tech,CSE,7.834251481886291
Male,B.Tech,CSE,7.380436003961584
Male,B.Tech,CSE,7.40085650556865
Female,MS,CHD,7.89796821880772
Male,MS,CSE,6.076404643751286
Male,B.Tech,CHD,7.085391645572041
Female,MS,CND,7.914772024675797
Male,B.Tech,CND,5.951496110636823
Male,PhD,ECE,8.01663794609957
Male,B.Tech,CSE,7.84807896621308
Female,B.Tech,ECE,7.197591925873446
Male,B.Tech,CSE,6.353791382829372
Male,B.Tech,ECE,7.794692473154974
Female,B.Tech,ECE,7.907117333794159
Male,MS,CND,8.231719043148747
Male,PhD,CHD,7.389327241056153
Male,B.Tech,ECE,7.320333853877605
Male,B.Tech,CSE,5.429884636461425
Male,PhD,CND,8.841652163536198
Male,B.Tech,ECE,5.344276363669528
Female,B.Tech,CSE,5.741428494847622
Female,MS,CHD,7.190464198084622
Female,B.Tech,CHD,8.082053688380878
Male,B.Tech,CHD,6.906551473596879
Male,B.Tech,ECE,7.26663715173739
Male,B.Tech,CSE,4.402792921828553
Male,B.Tech,CSE,5.033802026927578
Female,B.Tech,ECE,8.351109210549765
Male,B.Tech,CHD,7.288255167572622
Female,B.Tech,CND,7.02386258532257
Female,B.Tech,CSE,7.94070133985655
Female,B.Tech,CSE,6.838500285656151
Male,PhD,CND,8.630414665914163
Male,B.Tech,CND,7.013000096832885
Male,B.Tech,ECE,6.272682380498187
Male,B.Tech,ECE,7.795885291356185
Female,PhD,CHD,7.811800704920597
Male,MS,CSE,9.124996284611374
Female,PhD,ECE,7.44717295817502
Female,B.Tech,CSE,6.079195621065503
Female,B.Tech,CSE,7.541283525693935
Female,B.Tech,ECE,7.944232960589443
Male,MS,CND,9.094434225901232
Female,B.Tech,CSE,6.990260957633077
Male,B.Tech,ECE,7.531809720106565
Female,B.Tech,ECE,7.775050908104206
Male,MS,CHD,8.758488563012186
Male,B.Tech,ECE,6.868441114810277
Male,MS,CND,9.069919294744622
Female,MS,CSE,9.530977162405602
Male,B.Tech,CSE,6.2216043216388055
Male,PhD,CHD,8.393134068115575
Male,PhD,ECE,8.928137387152082
Male,B.Tech,CSE,7.174776017861197
Male,B.Tech,CSE,7.284074840375613
Male,B.Tech,ECE,5.1299598723121385
Female,PhD,CHD,8.899272209600182
Other,B.Tech,ECE,6.774573379171479
Female,B.Tech,CSE,7.595220475010044
Male,B.Tech,CSE,6.705137071408845
Female,PhD,ECE,7.152522262749912
Female,B.Tech,CSE,7.5713399488872035
Male,B.Tech,CSE,8.56896694889028
Female,B.Tech,CSE,7.6035124392833335
Other,MS,CHD,8.219145842254877
Female,B.Tech,ECE,8.823402443564223
Male,B.Tech,ECE,6.054811589917985
Female,MS,ECE,8.336499062652011
Male,B.Tech,CSE,8.0041462119112
Female,B.Tech,CSE,6.722274697392367
Female,B.Tech,ECE,7.272131023642984
Male,B.Tech,CND,5.692466417559448
Female,B.Tech,CSE,8.477858469799896
Male,B.Tech,ECE,8.013112945513289
Female,B.Tech,CSE,6.899530004021896
Female,B.Tech,CHD,6.269346889795704
Male,B.Tech,CSE,6.807502908697151
Female,B.Tech,CND,8.04635354302134
Male,PhD,CHD,7.875047629037951
Female,B.Tech,ECE,7.201083440445079
Male,B.Tech,CND,8.051702743888951
Female,B.Tech,ECE,8.357376107337869
Female,B.Tech,CSE,5.483208594154223
Male,B.Tech,CHD,7.090053995856763
Male,MS,CSE,8.345414939464424
Male,B.Tech,CHD,7.241505680786046
Male,B.Tech,ECE,5.77747705981793
Female,B.Tech,ECE,5.608111513105609
Male,MS,CHD,8.677720772254624
Male,B.Tech,CHD,7.8483932826149685
Male,PhD,CHD,7.713560673979722
Male,B.Tech,CSE,6.413589558865609
Female,B.Tech,CSE,7.077554080895962
Male,PhD,ECE,8.653271969600826
Female,B.Tech,ECE,6.421468680635032
Male,B.Tech,ECE,7.884813333441941
Female,MS,CSE,7.984619894854799
Female,B.Tech,ECE,6.38960200653037
Female,MS,CHD,7.455224974744407
Male,MS,CSE,8.546118556050947
Female,B.Tech,CSE,6.907776280304653
Male,B.Tech,ECE,6.598672624932191
Female,PhD,CSE,9.384016602957256
Male,B.Tech,ECE,7.390531458887979
Female,B.Tech,ECE,8.153824257557426
Male,PhD,CND,8.710310622536877
Male,MS,CHD,8.38075984553897
Male,B.Tech,CSE,7.142675139842516
Male,B.Tech,CSE,5.663307722924324
Female,MS,ECE,8.701124260641244
Male,MS,CND,8.65583799288105
Male,B.Tech,ECE,6.547717023974142
Female,B.Tech,CSE,6.606394914718913
Female,PhD,CHD,8.663099715597994
Male,MS,CSE,7.5176349320033315
Male,MS,CND,7.200195769876016
Female,B.Tech,CSE,6.780174918983107
Male,B.Tech,CND,7.354634165633928
Male,B.Tech,ECE,8.288790113754759
Female,B.Tech,CHD,6.925900589937139
Male,B.Tech,CSE,6.90976309516727
Female,MS,CND,7.25584640870649
Male,B.Tech,CSE,6.691294237732141
Male,B.Tech,CSE,7.911182932889138
Male,B.Tech,CSE,7.235856489908622
Male,B.Tech,CSE,6.028497872204493
Male,B.Tech,CND,5.344030397707776
Male,MS,CHD,8.071089920843391
Male,B.Tech,CSE,4.0
Female,PhD,ECE,7.483782374718143
Female,B.Tech,CSE,7.4669981686207
Male,B.Tech,ECE,6.425449825974235
Male,B.Tech,CND,8.74056811309636
Male,B.Tech,ECE,6.0990684646261375
Male,B.Tech,CSE,7.63077722061726
Male,B.Tech,CSE,7.277589457520369
Female,B.Tech,CSE,6.410047385266506
Female,B.Tech,ECE,7.843541542552773
Female,B.Tech,CSE,7.169803746687867
Male,B.Tech,CSE,7.0900886112800166
Female,B.Tech,ECE,6.517179697000802
Female,MS,CSE,7.881232317296053
Female,B.Tech,CHD,8.516627904633452
Male,B.Tech,ECE,7.817260902857244
Male,B.Tech,ECE,7.001599799297363
Male,B.Tech,CSE,6.078406232873541
Male,B.Tech,ECE,7.175312211070629
Male,B.Tech,ECE,7.81880993418971
Male,PhD,ECE,7.5834251305543265
Male,B.Tech,CSE,7.092334056918262
Male,B.Tech,CSE,7.467911485608605
Male,B.Tech,CSE,5.62013180502241
Male,B.Tech,CND,7.303794679187199
Female,B.Tech,CSE,6.19238726695548
Female,B.Tech,ECE,6.721701139590861
Male,B.Tech,ECE,7.495614463332641
Female,B.Tech,CHD,6.0075080567678345
Male,B.Tech,ECE,5.062192163260878
Male,B.Tech,CHD,7.160344804345218
Male,MS,ECE,8.69701864508873
Male,MS,ECE,7.157421254253245
Female,MS,ECE,8.468412624097787
Male,B.Tech,CSE,5.362954743519256
Male,B.Tech,ECE,5.786891171635632
Male,MS,CSE,6.164303892593385
Female,B.Tech,CSE,9.471362284889068
Male,B.Tech,CSE,7.088956636410921
Male,B.Tech,CND,7.254133028219487
Female,B.Tech,ECE,6.709377218737074
Female,PhD,CSE,7.2194535467609615
Male,B.Tech,CSE,6.886205130056008
Female,PhD,CSE,8.145025455092844
Male,B.Tech,CND,7.04300770947987
Male,PhD,ECE,7.896314383223106
Female,B.Tech,ECE,8.003497636944061
